movie_link,genre_id
the-cable-guy,35
the-cable-guy,18
the-cable-guy,53
twister,28
twister,12
twister,18
the-craft,14
the-craft,27
fargo,80
fargo,18
fargo,53
bottle-rocket-1996,35
bottle-rocket-1996,80
bottle-rocket-1996,18
happy-gilmore,35
heat-1995,28
heat-1995,80
heat-1995,18
heat-1995,53
goldeneye,12
goldeneye,28
goldeneye,53
toy-story,16
toy-story,35
toy-story,10751
mallrats,10749
mallrats,35
to-die-for,18
to-die-for,35
to-die-for,80
kids,18
kids,80
batman-forever,28
batman-forever,80
batman-forever,14
billy-madison,35
clerks,35
natural-born-killers,80
natural-born-killers,53
natural-born-killers,18
pulp-fiction,53
pulp-fiction,80
chungking-express,18
chungking-express,35
chungking-express,10749
dazed-and-confused,35
dazed-and-confused,18
the-age-of-innocence,18
the-age-of-innocence,10749
the-fugitive-1993,12
the-fugitive-1993,28
the-fugitive-1993,53
the-fugitive-1993,80
the-fugitive-1993,9648
robin-hood-men-in-tights,35
jurassic-park,12
jurassic-park,878
groundhog-day,10749
groundhog-day,14
groundhog-day,18
groundhog-day,35
army-of-darkness,14
army-of-darkness,27
army-of-darkness,35
glengarry-glen-ross,80
glengarry-glen-ross,18
glengarry-glen-ross,9648
a-league-of-their-own,35
a-league-of-their-own,18
twin-peaks-fire-walk-with-me,18
twin-peaks-fire-walk-with-me,9648
hard-boiled,28
hard-boiled,53
hard-boiled,80
waynes-world,10402
waynes-world,35
reservoir-dogs,80
reservoir-dogs,53
jfk,18
jfk,53
jfk,36
terminator-2-judgment-day,28
terminator-2-judgment-day,53
terminator-2-judgment-day,878
the-silence-of-the-lambs,80
the-silence-of-the-lambs,18
the-silence-of-the-lambs,53
the-silence-of-the-lambs,27
the-godfather-part-iii,80
the-godfather-part-iii,18
the-godfather-part-iii,53
rocky-v,18
home-alone,35
home-alone,10751
millers-crossing,18
millers-crossing,53
millers-crossing,80
goodfellas,18
goodfellas,80
twin-peaks,18
twin-peaks,9648
twin-peaks,80
twin-peaks,10770
sex-lies-and-videotape,18
kikis-delivery-service,16
kikis-delivery-service,12
kikis-delivery-service,18
kikis-delivery-service,14
kikis-delivery-service,10751
licence-to-kill,12
licence-to-kill,28
licence-to-kill,53
batman-1989,14
batman-1989,28
ghostbusters-ii,35
ghostbusters-ii,14
the-last-temptation-of-christ,18
midnight-run,12
midnight-run,35
midnight-run,80
akira,878
akira,16
die-hard,28
die-hard,53
who-framed-roger-rabbit,14
who-framed-roger-rabbit,16
who-framed-roger-rabbit,35
who-framed-roger-rabbit,80
who-framed-roger-rabbit,10751
my-neighbor-totoro,14
my-neighbor-totoro,16
my-neighbor-totoro,10751
beetlejuice,14
beetlejuice,35
the-running-man,28
the-running-man,878
the-running-man,53
the-princess-bride,12
the-princess-bride,10751
the-princess-bride,14
the-princess-bride,35
the-princess-bride,10749
robocop,28
robocop,53
robocop,878
the-living-daylights,28
the-living-daylights,12
the-living-daylights,53
spaceballs,35
spaceballs,878
the-untouchables,80
the-untouchables,18
the-untouchables,36
the-untouchables,53
evil-dead-ii,27
evil-dead-ii,35
evil-dead-ii,14
raising-arizona,35
raising-arizona,80
manhunter,80
manhunter,27
manhunter,53
police-story,28
police-story,80
police-story,53
pee-wees-big-adventure,35
pee-wees-big-adventure,12
back-to-the-future,12
back-to-the-future,35
back-to-the-future,878
back-to-the-future,10751
ran,28
ran,18
ran,36
a-view-to-a-kill,12
a-view-to-a-kill,28
a-view-to-a-kill,53
mishima-a-life-in-four-chapters,18
the-breakfast-club,35
the-breakfast-club,18
the-terminator,28
the-terminator,53
the-terminator,878
ghostbusters,35
ghostbusters,14
this-is-spinal-tap,35
this-is-spinal-tap,10402
repo-man,35
repo-man,878
scarface-1983,28
scarface-1983,80
scarface-1983,18
scarface-1983,53
trading-places,35
return-of-the-jedi,12
return-of-the-jedi,28
return-of-the-jedi,878
tootsie,35
tootsie,10749
tron,878
tron,28
tron,12
the-evil-dead,27
raiders-of-the-lost-ark,12
raiders-of-the-lost-ark,28
escape-from-new-york,878
escape-from-new-york,28
thief,80
thief,53
thief,28
raging-bull,18
raging-bull,28
the-blues-brothers,10402
the-blues-brothers,35
the-blues-brothers,28
the-blues-brothers,80
the-empire-strikes-back,12
the-empire-strikes-back,28
the-empire-strikes-back,878
all-that-jazz,18
moonraker,28
moonraker,12
moonraker,53
moonraker,878
stalker,878
stalker,18
house,35
house,14
house,27
the-spy-who-loved-me,12
the-spy-who-loved-me,28
the-spy-who-loved-me,53
sorcerer,12
sorcerer,53
star-wars,12
star-wars,28
star-wars,878
eraserhead,14
eraserhead,27
carrie-1976,27
carrie-1976,53
network,18
all-the-presidents-men,18
all-the-presidents-men,36
all-the-presidents-men,9648
all-the-presidents-men,53
barry-lyndon,18
barry-lyndon,10749
barry-lyndon,10752
jaws,27
jaws,53
jaws,12
nashville,18
nashville,10402
nashville,35
jeanne-dielman-23-quai-du-commerce-1080-bruxelles,18
monty-python-and-the-holy-grail,12
monty-python-and-the-holy-grail,35
monty-python-and-the-holy-grail,14
the-man-with-the-golden-gun,12
the-man-with-the-golden-gun,28
the-man-with-the-golden-gun,53
blazing-saddles,37
blazing-saddles,35
badlands,80
the-long-goodbye,53
the-long-goodbye,80
the-long-goodbye,18
the-long-goodbye,9648
solaris,18
solaris,878
solaris,9648
a-clockwork-orange,878
a-clockwork-orange,18
diamonds-are-forever,12
diamonds-are-forever,28
diamonds-are-forever,53
the-french-connection,28
the-french-connection,80
the-french-connection,53
the-last-picture-show,18
mccabe-mrs-miller,37
mash,35
mash,18
mash,10752
on-her-majestys-secret-service,12
on-her-majestys-secret-service,28
on-her-majestys-secret-service,53
the-wild-bunch,12
the-wild-bunch,37
midnight-cowboy,18
easy-rider,12
easy-rider,18
2001-a-space-odyssey,878
2001-a-space-odyssey,9648
2001-a-space-odyssey,12
playtime,35
the-producers,35
le-samourai,80
le-samourai,53
bonnie-and-clyde,80
bonnie-and-clyde,18
you-only-live-twice,28
you-only-live-twice,53
you-only-live-twice,12
thunderball,12
thunderball,28
thunderball,53
goldfinger,12
goldfinger,28
goldfinger,53
band-of-outsiders,80
band-of-outsiders,18
band-of-outsiders,10749
a-hard-days-night,35
a-hard-days-night,10402
dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb,18
dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb,35
dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb,10752
from-russia-with-love,28
from-russia-with-love,53
from-russia-with-love,12
the-great-escape,12
the-great-escape,18
the-great-escape,36
the-great-escape,53
the-great-escape,10752
the-birds,27
dr-no,12
dr-no,28
dr-no,53
cleo-from-5-to-7,35
cleo-from-5-to-7,18
yojimbo,18
yojimbo,53
spartacus,28
spartacus,12
spartacus,18
spartacus,36
spartacus,10752
breathless,18
breathless,80
hiroshima-mon-amour,18
hiroshima-mon-amour,36
hiroshima-mon-amour,10749
some-like-it-hot,35
some-like-it-hot,10402
some-like-it-hot,10749
touch-of-evil,53
touch-of-evil,80
sweet-smell-of-success,53
12-angry-men,18
throne-of-blood,18
throne-of-blood,36
the-killing,80
the-killing,18
the-killing,53
the-night-of-the-hunter,53
the-night-of-the-hunter,80
the-night-of-the-hunter,27
rififi,18
rififi,28
rififi,80
godzilla,53
godzilla,27
godzilla,878
seven-samurai,28
seven-samurai,18
ikiru,18
all-about-eve,18
rashomon,80
rashomon,18
rashomon,9648
the-third-man,53
the-third-man,9648
bicycle-thieves,18
its-a-wonderful-life,18
its-a-wonderful-life,10751
its-a-wonderful-life,14
the-big-sleep,80
the-big-sleep,9648
the-big-sleep,53
notorious,53
notorious,18
notorious,10749
brief-encounter,18
brief-encounter,10749
double-indemnity,80
double-indemnity,18
double-indemnity,9648
double-indemnity,53
cat-people,53
cat-people,27
casablanca,18
casablanca,10749
citizen-kane,9648
citizen-kane,18
his-girl-friday,35
his-girl-friday,18
his-girl-friday,10749
the-wizard-of-oz-1939,12
the-wizard-of-oz-1939,14
the-wizard-of-oz-1939,10751
the-39-steps,28
the-39-steps,53
the-39-steps,9648
it-happened-one-night,35
it-happened-one-night,10749
duck-soup-1933,10752
duck-soup-1933,35
duck-soup-1933,10402
m,18
m,28
m,53
m,80
the-passion-of-joan-of-arc,18
the-passion-of-joan-of-arc,36
judy-2019,18
waves-2019,10749
waves-2019,18
ad-astra-2019,878
ad-astra-2019,18
a-hidden-life-2019,18
a-hidden-life-2019,10752
a-hidden-life-2019,36
guava-island,35
guava-island,53
the-last-black-man-in-san-francisco,18
the-lego-movie-2-the-second-part,28
the-lego-movie-2-the-second-part,12
the-lego-movie-2-the-second-part,16
the-lego-movie-2-the-second-part,35
the-lego-movie-2-the-second-part,10751
the-lego-movie-2-the-second-part,878
the-lego-movie-2-the-second-part,14
the-grinch,16
the-grinch,10751
the-grinch,35
the-grinch,14
ralph-breaks-the-internet,10751
ralph-breaks-the-internet,16
ralph-breaks-the-internet,35
ralph-breaks-the-internet,12
mid90s,18
roma-2018,18
ant-man-and-the-wasp,28
ant-man-and-the-wasp,12
ant-man-and-the-wasp,878
ant-man-and-the-wasp,35
burning-2018,9648
burning-2018,18
burning-2018,53
blackkklansman,80
blackkklansman,18
blackkklansman,36
blackkklansman,35
isle-of-dogs-2018,12
isle-of-dogs-2018,35
isle-of-dogs-2018,16
leave-no-trace,18
blindspotting,35
blindspotting,18
the-post-2017,18
the-post-2017,36
bright,28
bright,80
bright,878
bright,53
bright,14
the-greatest-showman,18
wonder-2017,18
wonder-2017,10751
coco-2017,16
coco-2017,10751
coco-2017,35
coco-2017,12
coco-2017,14
the-lego-ninjago-movie,28
the-lego-ninjago-movie,16
the-lego-ninjago-movie,12
the-lego-ninjago-movie,10751
mollys-game,80
mollys-game,18
first-reformed,18
war-for-the-planet-of-the-apes,18
war-for-the-planet-of-the-apes,878
war-for-the-planet-of-the-apes,10752
despicable-me-3,28
despicable-me-3,16
despicable-me-3,35
despicable-me-3,10751
despicable-me-3,12
you-were-never-really-here,53
you-were-never-really-here,18
the-florida-project,18
alien-covenant,27
alien-covenant,878
life-2017,27
life-2017,878
life-2017,53
beauty-and-the-beast-2017,10751
beauty-and-the-beast-2017,14
beauty-and-the-beast-2017,10749
the-lego-batman-movie,28
the-lego-batman-movie,16
the-lego-batman-movie,35
the-lego-batman-movie,10751
the-lego-batman-movie,14
a-ghost-story-2017,18
a-ghost-story-2017,14
a-ghost-story-2017,10749
thoroughbreds-2017,18
thoroughbreds-2017,53
silence,18
silence,36
patriots-day,28
patriots-day,80
patriots-day,18
the-accountant-2016,80
the-accountant-2016,53
the-accountant-2016,18
trolls,12
trolls,10751
trolls,35
trolls,14
trolls,10402
trolls,16
the-girl-on-the-train-2016,80
the-girl-on-the-train-2016,18
the-girl-on-the-train-2016,9648
the-girl-on-the-train-2016,10749
the-girl-on-the-train-2016,53
hacksaw-ridge,18
hacksaw-ridge,36
hacksaw-ridge,10752
moonlight-2016,18
jason-bourne,28
jason-bourne,53
finding-dory,12
finding-dory,16
finding-dory,35
finding-dory,10751
zootopia,16
zootopia,12
zootopia,10751
zootopia,35
kung-fu-panda-3,28
kung-fu-panda-3,12
kung-fu-panda-3,16
kung-fu-panda-3,35
kung-fu-panda-3,10751
manchester-by-the-sea,18
the-revenant-2015,37
the-revenant-2015,18
the-revenant-2015,12
the-good-dinosaur,12
the-good-dinosaur,16
the-good-dinosaur,10751
the-peanuts-movie,12
the-peanuts-movie,35
the-peanuts-movie,16
the-peanuts-movie,10751
bridge-of-spies,53
bridge-of-spies,18
the-martian,18
the-martian,12
the-martian,878
room-2015,18
room-2015,53
macbeth-2015,36
macbeth-2015,18
macbeth-2015,10752
macbeth-2015,12
mission-impossible-rogue-nation,28
mission-impossible-rogue-nation,12
the-lobster,53
the-lobster,35
the-lobster,18
the-lobster,10749
the-lobster,878
minions,10751
minions,16
minions,12
minions,35
inside-out-2015,18
inside-out-2015,35
inside-out-2015,16
inside-out-2015,10751
jurassic-world,28
jurassic-world,12
jurassic-world,878
jurassic-world,53
the-age-of-adaline,14
the-age-of-adaline,18
the-age-of-adaline,10749
mistress-america,35
the-end-of-the-tour,18
unbroken,18
unbroken,10752
the-hobbit-the-battle-of-the-five-armies,28
the-hobbit-the-battle-of-the-five-armies,12
the-hobbit-the-battle-of-the-five-armies,14
american-sniper,10752
american-sniper,28
a-most-violent-year,80
a-most-violent-year,18
a-most-violent-year,53
big-hero-6,12
big-hero-6,10751
big-hero-6,16
big-hero-6,28
big-hero-6,35
while-were-young,35
while-were-young,18
while-were-young,9648
birdman-or-the-unexpected-virtue-of-ignorance,18
birdman-or-the-unexpected-virtue-of-ignorance,35
the-giver,18
the-giver,878
dawn-of-the-planet-of-the-apes,878
dawn-of-the-planet-of-the-apes,28
dawn-of-the-planet-of-the-apes,18
dawn-of-the-planet-of-the-apes,53
lost-river,14
lost-river,53
lost-river,18
noah,18
noah,12
the-lego-movie,12
the-lego-movie,16
the-lego-movie,35
the-lego-movie,10751
the-lego-movie,14
non-stop-2014,28
non-stop-2014,53
non-stop-2014,9648
the-guest-2014,9648
the-guest-2014,53
the-guest-2014,28
lone-survivor,28
lone-survivor,18
lone-survivor,10752
the-secret-life-of-walter-mitty-2013,12
the-secret-life-of-walter-mitty-2013,35
the-secret-life-of-walter-mitty-2013,18
the-secret-life-of-walter-mitty-2013,14
the-hobbit-the-desolation-of-smaug,12
the-hobbit-the-desolation-of-smaug,14
the-hobbit-the-desolation-of-smaug,28
frozen-2013,16
frozen-2013,12
frozen-2013,10751
thor-the-dark-world,28
thor-the-dark-world,12
thor-the-dark-world,14
enders-game,878
enders-game,28
enders-game,12
saving-mr-banks,35
saving-mr-banks,18
saving-mr-banks,36
12-years-a-slave,18
12-years-a-slave,36
locke,18
locke,53
pacific-rim,28
pacific-rim,878
pacific-rim,12
white-house-down,28
white-house-down,18
white-house-down,53
despicable-me-2,16
despicable-me-2,35
despicable-me-2,10751
monsters-university,16
monsters-university,10751
now-you-see-me,53
now-you-see-me,80
nebraska,18
nebraska,12
olympus-has-fallen,28
olympus-has-fallen,53
the-croods,28
the-croods,12
the-croods,16
the-croods,35
the-croods,10751
the-croods,14
the-kings-of-summer,35
the-kings-of-summer,18
the-spectacular-now,35
the-spectacular-now,18
the-spectacular-now,10749
jack-reacher,80
jack-reacher,18
jack-reacher,53
jack-reacher,28
zero-dark-thirty,53
zero-dark-thirty,18
zero-dark-thirty,36
the-hobbit-an-unexpected-journey,12
the-hobbit-an-unexpected-journey,14
the-hobbit-an-unexpected-journey,28
argo,18
argo,53
end-of-watch,80
end-of-watch,18
end-of-watch,53
hotel-transylvania,16
hotel-transylvania,35
hotel-transylvania,10751
hotel-transylvania,14
silver-linings-playbook,18
silver-linings-playbook,35
silver-linings-playbook,10749
the-place-beyond-the-pines,18
the-place-beyond-the-pines,80
premium-rush,80
premium-rush,28
premium-rush,53
the-bourne-legacy,28
the-bourne-legacy,53
diary-of-a-wimpy-kid-dog-days,35
diary-of-a-wimpy-kid-dog-days,10751
ice-age-continental-drift,16
ice-age-continental-drift,35
ice-age-continental-drift,12
ice-age-continental-drift,10751
brave-2012,16
brave-2012,12
brave-2012,35
brave-2012,10751
brave-2012,28
brave-2012,14
madagascar-3-europes-most-wanted,16
madagascar-3-europes-most-wanted,10751
madagascar-3-europes-most-wanted,35
madagascar-3-europes-most-wanted,12
snow-white-and-the-huntsman,12
snow-white-and-the-huntsman,14
snow-white-and-the-huntsman,18
prometheus,878
prometheus,12
prometheus,9648
the-lorax-2012,16
the-lorax-2012,10751
chronicle,878
chronicle,18
chronicle,53
mission-impossible-ghost-protocol,28
mission-impossible-ghost-protocol,53
mission-impossible-ghost-protocol,12
hugo,12
hugo,18
hugo,10751
rise-of-the-planet-of-the-apes,53
rise-of-the-planet-of-the-apes,28
rise-of-the-planet-of-the-apes,18
rise-of-the-planet-of-the-apes,878
the-smurfs,16
the-smurfs,10751
the-smurfs,12
the-smurfs,35
the-smurfs,14
captain-america-the-first-avenger,28
captain-america-the-first-avenger,12
captain-america-the-first-avenger,878
transformers-dark-of-the-moon,28
transformers-dark-of-the-moon,878
transformers-dark-of-the-moon,12
mr-poppers-penguins,35
mr-poppers-penguins,10751
green-lantern,12
green-lantern,28
green-lantern,53
green-lantern,878
super-8,53
super-8,878
super-8,9648
kung-fu-panda-2,16
kung-fu-panda-2,10751
the-tree-of-life-2011,18
the-tree-of-life-2011,14
fast-five,28
fast-five,53
fast-five,80
rio-2011,16
rio-2011,12
rio-2011,35
rio-2011,10751
diary-of-a-wimpy-kid-rodrick-rules,10751
diary-of-a-wimpy-kid-rodrick-rules,35
limitless,53
limitless,9648
limitless,878
a-separation,18
gnomeo-juliet,16
gnomeo-juliet,10751
tron-legacy,12
tron-legacy,28
tron-legacy,878
tangled-2010,16
tangled-2010,10751
megamind,16
megamind,28
megamind,35
megamind,10751
megamind,878
red-2010,28
red-2010,12
red-2010,35
red-2010,80
red-2010,53
buried,18
buried,53
buried,9648
the-town,80
the-town,18
the-town,53
incendies,18
incendies,10752
incendies,9648
salt-2010,28
salt-2010,9648
salt-2010,53
despicable-me,16
despicable-me,10751
the-a-team,53
the-a-team,28
the-a-team,12
the-a-team,35
the-a-team,80
shrek-forever-after,35
shrek-forever-after,12
shrek-forever-after,14
shrek-forever-after,16
shrek-forever-after,10751
iron-man-2,12
iron-man-2,28
iron-man-2,878
diary-of-a-wimpy-kid,35
diary-of-a-wimpy-kid,10751
how-to-train-your-dragon,14
how-to-train-your-dragon,12
how-to-train-your-dragon,16
how-to-train-your-dragon,10751
alvin-and-the-chipmunks-the-squeakquel,35
alvin-and-the-chipmunks-the-squeakquel,10751
alvin-and-the-chipmunks-the-squeakquel,16
alvin-and-the-chipmunks-the-squeakquel,14
alvin-and-the-chipmunks-the-squeakquel,10402
the-princess-and-the-frog,10749
the-princess-and-the-frog,10751
the-princess-and-the-frog,16
the-blind-side,18
a-christmas-carol-2009,16
a-christmas-carol-2009,10751
a-christmas-carol-2009,18
a-christmas-carol-2009,14
cloudy-with-a-chance-of-meatballs,16
cloudy-with-a-chance-of-meatballs,35
cloudy-with-a-chance-of-meatballs,10751
district-9,878
g-force,14
g-force,28
g-force,12
g-force,10751
g-force,35
ice-age-dawn-of-the-dinosaurs,16
ice-age-dawn-of-the-dinosaurs,35
ice-age-dawn-of-the-dinosaurs,10751
ice-age-dawn-of-the-dinosaurs,12
x-men-origins-wolverine,12
x-men-origins-wolverine,28
x-men-origins-wolverine,53
x-men-origins-wolverine,878
monsters-vs-aliens,16
monsters-vs-aliens,10751
monsters-vs-aliens,12
monsters-vs-aliens,878
paul-blart-mall-cop,28
paul-blart-mall-cop,12
paul-blart-mall-cop,35
paul-blart-mall-cop,10751
valkyrie,18
valkyrie,53
valkyrie,36
valkyrie,10752
bedtime-stories,14
bedtime-stories,35
bedtime-stories,10751
bedtime-stories,10749
gran-torino,18
bolt,16
bolt,10751
bolt,12
bolt,35
quantum-of-solace,12
quantum-of-solace,28
quantum-of-solace,53
quantum-of-solace,80
madagascar-escape-2-africa,10751
madagascar-escape-2-africa,16
madagascar-escape-2-africa,35
high-school-musical-3-senior-year,35
high-school-musical-3-senior-year,18
high-school-musical-3-senior-year,10751
high-school-musical-3-senior-year,10402
high-school-musical-3-senior-year,10749
the-hurt-locker,18
the-hurt-locker,53
the-hurt-locker,10752
step-brothers,35
the-incredible-hulk,878
the-incredible-hulk,28
the-incredible-hulk,12
kung-fu-panda,12
kung-fu-panda,16
kung-fu-panda,10751
kung-fu-panda,35
iron-man-2008,28
iron-man-2008,878
iron-man-2008,12
horton-hears-a-who-2008,16
horton-hears-a-who-2008,35
horton-hears-a-who-2008,10751
horton-hears-a-who-2008,12
horton-hears-a-who-2008,14
national-treasure-book-of-secrets,28
national-treasure-book-of-secrets,12
national-treasure-book-of-secrets,9648
national-treasure-book-of-secrets,53
alvin-and-the-chipmunks,35
alvin-and-the-chipmunks,10751
alvin-and-the-chipmunks,14
alvin-and-the-chipmunks,16
bee-movie,10751
bee-movie,16
bee-movie,12
bee-movie,35
high-school-musical-2,35
high-school-musical-2,18
high-school-musical-2,10751
high-school-musical-2,10402
high-school-musical-2,10749
high-school-musical-2,10770
the-bourne-ultimatum,28
the-bourne-ultimatum,18
the-bourne-ultimatum,9648
the-bourne-ultimatum,53
transformers,12
transformers,878
transformers,28
fantastic-four-rise-of-the-silver-surfer,12
fantastic-four-rise-of-the-silver-surfer,14
fantastic-four-rise-of-the-silver-surfer,28
fantastic-four-rise-of-the-silver-surfer,53
evan-almighty,14
evan-almighty,35
evan-almighty,10751
shrek-the-third,14
shrek-the-third,12
shrek-the-third,16
shrek-the-third,35
shrek-the-third,10751
meet-the-robinsons,16
meet-the-robinsons,35
meet-the-robinsons,10751
deja-vu,28
deja-vu,53
deja-vu,878
flushed-away,12
flushed-away,16
flushed-away,35
flushed-away,10751
ice-age-the-meltdown,16
ice-age-the-meltdown,10751
ice-age-the-meltdown,35
ice-age-the-meltdown,12
cars,16
cars,12
cars,35
cars,10751
hoodwinked,16
hoodwinked,35
hoodwinked,10751
chicken-little-2005,16
chicken-little-2005,10751
chicken-little-2005,35
jarhead,18
jarhead,10752
sky-high-2005,12
sky-high-2005,35
sky-high-2005,10751
charlie-and-the-chocolate-factory,12
charlie-and-the-chocolate-factory,35
charlie-and-the-chocolate-factory,10751
charlie-and-the-chocolate-factory,14
the-adventures-of-sharkboy-and-lavagirl,12
the-adventures-of-sharkboy-and-lavagirl,10751
the-adventures-of-sharkboy-and-lavagirl,878
batman-begins,28
batman-begins,80
batman-begins,18
madagascar,10751
madagascar,16
madagascar,12
madagascar,35
robots,16
robots,35
robots,10751
robots,878
hitch-2005,35
hitch-2005,18
hitch-2005,10749
brick,18
brick,9648
national-treasure,12
national-treasure,28
national-treasure,53
national-treasure,9648
the-incredibles,28
the-incredibles,12
the-incredibles,16
the-incredibles,10751
the-polar-express,12
the-polar-express,16
the-polar-express,10751
the-polar-express,14
the-bourne-supremacy,28
the-bourne-supremacy,18
the-bourne-supremacy,53
a-cinderella-story,35
shrek-2,12
shrek-2,16
shrek-2,35
shrek-2,10751
shrek-2,14
troy,12
troy,36
ella-enchanted,10751
ella-enchanted,14
ella-enchanted,35
primer,878
primer,18
primer,53
the-cat-in-the-hat-2003,14
the-cat-in-the-hat-2003,10751
brother-bear,12
brother-bear,16
brother-bear,10751
mystic-river,53
mystic-river,80
mystic-river,18
mystic-river,9648
freaky-friday-2003,35
freaky-friday-2003,14
spy-kids-3-d-game-over,28
spy-kids-3-d-game-over,12
spy-kids-3-d-game-over,35
spy-kids-3-d-game-over,10751
spy-kids-3-d-game-over,878
the-italian-job-2003,28
the-italian-job-2003,80
finding-nemo,16
finding-nemo,10751
the-santa-clause-2,14
the-santa-clause-2,35
the-santa-clause-2,10751
lilo-stitch,16
lilo-stitch,10751
the-bourne-identity-2002,28
the-bourne-identity-2002,18
the-bourne-identity-2002,9648
the-bourne-identity-2002,53
the-pianist,18
the-pianist,10752
insomnia-2002,80
insomnia-2002,9648
insomnia-2002,53
spider-man,14
spider-man,28
ice-age,16
ice-age,35
ice-age,10751
ice-age,12
monsters-inc,16
monsters-inc,35
monsters-inc,10751
jurassic-park-iii,12
jurassic-park-iii,28
jurassic-park-iii,53
jurassic-park-iii,878
shrek,12
shrek,16
shrek,35
shrek,10751
shrek,14
spy-kids,28
spy-kids,35
spy-kids,10751
spy-kids,12
the-emperors-new-groove,12
the-emperors-new-groove,16
the-emperors-new-groove,35
the-emperors-new-groove,10751
the-emperors-new-groove,14
remember-the-titans,18
memento,9648
memento,53
bring-it-on,35
the-patriot-2000,18
the-patriot-2000,36
the-patriot-2000,10752
the-patriot-2000,28
dinosaur,16
dinosaur,10751
the-green-mile,14
the-green-mile,18
the-green-mile,80
notting-hill,10749
notting-hill,35
notting-hill,18
the-prince-of-egypt,12
the-prince-of-egypt,16
the-prince-of-egypt,18
the-prince-of-egypt,10751
the-prince-of-egypt,10402
the-prince-of-egypt,35
the-parent-trap-1998,35
the-parent-trap-1998,10751
saving-private-ryan,18
saving-private-ryan,36
saving-private-ryan,10752
mulan,16
mulan,10751
mulan,12
good-will-hunting,18
air-force-one,28
air-force-one,53
hercules-1997,16
hercules-1997,10751
hercules-1997,14
hercules-1997,12
hercules-1997,35
hercules-1997,10749
the-lost-world-jurassic-park,12
the-lost-world-jurassic-park,28
the-lost-world-jurassic-park,878
jerry-maguire,35
jerry-maguire,18
jerry-maguire,10749
the-rock,28
the-rock,12
the-rock,53
mission-impossible,12
mission-impossible,28
mission-impossible,53
apollo-13,18
apollo-13,36
casper,14
casper,35
casper,10751
the-usual-suspects,18
the-usual-suspects,80
the-usual-suspects,53
the-santa-clause,14
the-santa-clause,18
the-santa-clause,35
the-santa-clause,10751
the-shawshank-redemption,18
the-shawshank-redemption,80
the-lion-king,10751
the-lion-king,16
the-lion-king,18
mrs-doubtfire,35
mrs-doubtfire,18
mrs-doubtfire,10751
the-sandlot,35
the-sandlot,10751
aladdin,16
aladdin,10751
aladdin,12
aladdin,14
aladdin,10749
home-alone-2-lost-in-new-york,35
home-alone-2-lost-in-new-york,10751
home-alone-2-lost-in-new-york,12
home-alone-2-lost-in-new-york,80
alien-3,878
alien-3,28
alien-3,27
national-lampoons-christmas-vacation,35
honey-i-shrunk-the-kids,12
honey-i-shrunk-the-kids,35
honey-i-shrunk-the-kids,10751
honey-i-shrunk-the-kids,878
the-naked-gun-from-the-files-of-police-squad,35
the-naked-gun-from-the-files-of-police-squad,80
planes-trains-and-automobiles,35
stand-by-me,80
stand-by-me,18
aliens,28
aliens,53
aliens,878
the-great-mouse-detective,16
the-great-mouse-detective,10751
the-great-mouse-detective,12
the-great-mouse-detective,9648
top-gun,28
top-gun,18
rocky-iv,18
come-and-see,18
come-and-see,10752
come-and-see,36
the-goonies,12
the-goonies,35
the-goonies,10751
blood-simple,80
blood-simple,18
blood-simple,53
a-christmas-story-1983,35
a-christmas-story-1983,10751
et-the-extra-terrestrial,878
et-the-extra-terrestrial,12
et-the-extra-terrestrial,10751
et-the-extra-terrestrial,14
alien,27
alien,878
apocalypse-now,18
apocalypse-now,10752
chinatown,80
chinatown,18
chinatown,9648
chinatown,53
robin-hood,16
robin-hood,10751
once-upon-a-time-in-the-west,37
the-jungle-book,10751
the-jungle-book,16
the-jungle-book,12
the-good-the-bad-and-the-ugly,37
andrei-rublev,18
andrei-rublev,36
persona,18
for-a-few-dollars-more,37
a-charlie-brown-christmas,16
a-charlie-brown-christmas,10751
a-charlie-brown-christmas,35
a-charlie-brown-christmas,10770
the-sound-of-music,18
the-sound-of-music,10751
the-sound-of-music,10402
the-sound-of-music,10749
rudolph-the-red-nosed-reindeer,16
rudolph-the-red-nosed-reindeer,10751
rudolph-the-red-nosed-reindeer,10770
a-fistful-of-dollars,37
mary-poppins,35
mary-poppins,10751
mary-poppins,14
8-half,14
8-half,18
to-kill-a-mockingbird,80
to-kill-a-mockingbird,18
jules-and-jim,18
jules-and-jim,10749
west-side-story,80
west-side-story,18
west-side-story,10749
the-400-blows,18
vertigo,9648
vertigo,10749
vertigo,53
paths-of-glory,18
paths-of-glory,10752
the-seventh-seal,14
the-seventh-seal,18
on-the-waterfront,80
on-the-waterfront,18
sunset-boulevard,18
late-spring,18
the-red-shoes,18
the-red-shoes,10749
dumbo,16
dumbo,10751
the-maltese-falcon-1941,9648
the-maltese-falcon-1941,80
the-maltese-falcon-1941,53
pinocchio,16
pinocchio,10751
un-chien-andalou,14
un-chien-andalou,27
eurovision-song-contest-the-story-of-fire-saga,35
eurovision-song-contest-the-story-of-fire-saga,10402
sonic-the-hedgehog,28
sonic-the-hedgehog,878
sonic-the-hedgehog,35
sonic-the-hedgehog,10751
doctor-sleep,27
