movie_link,director_id
house-on-haunted-hill,12011
the-searchers,8500
artemis-fowl,11181
bloodshot,1773871
fantasy-island,55075
maleficent-mistress-of-evil,20307
teenage-mutant-ninja-turtles-out-of-the-shadows,1101410
13-hours-the-secret-soldiers-of-benghazi,865
san-andreas,132876
pitch-perfect-2,9281
shaun-the-sheep-movie,7316
shaun-the-sheep-movie,1244465
penguins-of-madagascar-2014,18863
penguins-of-madagascar-2014,44114
scream-4,5140
the-other-guys,55710
rambo,16483
i-am-legend,10943
rocky-balboa,16483
serenity,12891
scream-3,5140
the-mask-of-zorro,10702
con-air,12786
jason-goes-to-hell-the-final-friday,64743
beauty-and-the-beast-1991,62047
beauty-and-the-beast-1991,62048
friday-the-13th-part-viii-jason-takes-manhattan,64735
friday-the-13th-part-vii-the-new-blood,64722
the-monster-squad,44056
friday-the-13th-part-vi-jason-lives,63550
friday-the-13th-a-new-beginning,58822
friday-the-13th-the-final-chapter,64195
octopussy,10179
rocky-iii,16483
for-your-eyes-only,10179
superman-ii,10586
rocky-ii,16483
superman,7187
live-and-let-die,9915
how-the-grinch-stole-christmas,100888
how-the-grinch-stole-christmas,113285
the-way-back-2020,77003
never-rarely-sometimes-always,1134669
the-assistant-2019,1731915
swallow-2019,939502
shin-godzilla,77921
cafe-society-2016,1243
zoolander-2,7399
the-lure,1557607
the-visit-2015,11614
black-mass-2015,65167
magic-mike-xxl,119665
sleeping-with-other-people,217587
insidious-chapter-3,2128
trainwreck,41039
taken-3,75035
selma,929825
predestination,56501
predestination,56502
they-came-together,22214
maps-to-the-stars,224
the-fault-in-our-stars,1053420
calvary,65594
a-girl-walks-home-alone-at-night,1289604
the-counselor,578
only-lovers-left-alive,4429
warm-bodies,56661
the-way-way-back,105648
the-way-way-back,161932
flight,24
magic-mike,1884
seeking-a-friend-for-the-end-of-the-world,71551
dark-shadows,510
killer-joe,15175
the-descendants,13235
fright-night-2011,50767
blue-valentine,139098
whip-it,69597
martyrs,59611
lars-and-the-real-girl,50767
sympathy-for-lady-vengeance,10099
howls-moving-castle,608
love-actually,7018
identity,366
signs,11614
ghost-world,17447
bridget-joness-diary,9158
miss-congeniality,18281
existenz,224
ringu,26875
neon-genesis-evangelion-the-end-of-evangelion,77921
neon-genesis-evangelion-the-end-of-evangelion,77923
crash,224
the-birdcage,5342
addams-family-values,5174
candyman,57851
braindead-1992,108
darkman,7623
from-beyond,27991
the-dead-zone,224
fast-times-at-ridgemont-high,57434
the-omen,7187
the-rocky-horror-picture-show,13484
dont-look-now,14132
night-of-the-living-dead,14999
after-2019,1586194
five-feet-apart,88675
the-salesman-2016,229931
the-danish-girl,70500
ted-2,52139
paper-towns,836732
the-stanford-prison-experiment,229482
the-diary-of-a-teenage-girl,177532
divergent,17329
carrie-2013,2836
palo-alto,1193602
blue-is-the-warmest-color,17458
revolutionary-road,39
changeling,190
the-pursuit-of-happyness,20646
match-point,1243
hard-candy,27571
the-passion-of-the-christ,2461
the-dreamers,4956
girl-interrupted,366
cruel-intentions,11873
life-is-beautiful,4818
as-good-as-it-gets,3388
taste-of-cherry,119294
three-colors-red,1126
three-colors-white,1126
three-colors-blue,1126
kramer-vs-kramer,6729
a-man-escaped,10346
high-noon,4065
a-streetcar-named-desire,2746
black-narcissus,37846
black-narcissus,68424
rebecca,2636
the-kissing-booth-2,1066705
the-hunt-2020,79434
monos,937765
the-bfg-2016,488
the-assassin-2015,64992
son-of-saul,1454941
insurgent,57270
focus-2015,56411
focus-2015,56412
song-of-the-sea,96676
when-marnie-was-there,144476
the-tale-of-the-princess-kaguya,628
captain-phillips,25598
the-wind-rises,608
the-internship,17825
hansel-gretel-witch-hunters,76927
the-skin-i-live-in,309
the-secret-world-of-arrietty,144476
a-single-man,120615
julie-julia,9248
paprika-2006,40333
open-season,7881
open-season,15812
catwoman,4586
daredevil,16837
treasure-planet,15810
treasure-planet,15811
the-cat-returns,78173
billy-elliot,468
the-road-to-el-dorado,65629
the-road-to-el-dorado,2036264
the-talented-mr-ripley,2239
pokemon-the-first-movie-mewtwo-strikes-back,65429
whisper-of-the-heart,555254
batman-mask-of-the-phantasm,34934
batman-mask-of-the-phantasm,35270
only-yesterday,628
castle-in-the-sky,608
once-upon-a-time-in-america,4385
the-neverending-story,5231
star-trek-ii-the-wrath-of-khan,1788
star-trek-the-motion-picture,1744
manhattan,1243
days-of-heaven,30715
dirty-harry,14773
breakfast-at-tiffanys,1927
wild-strawberries,6648
peter-pan,11429
peter-pan,11434
peter-pan,64864
bambi,5446
fantasia,5446
fantasia,5690
fantasia,5691
fantasia,11426
fantasia,11427
fantasia,11428
fantasia,11429
fantasia,11430
fantasia,11431
fantasia,11432
fantasia,11434
fantasia,226599
blackhat,638
side-effects-2013,1884
martha-marcy-may-marlene,527607
the-double-life-of-veronique,1126
fright-night,64796
sleepaway-camp,74671
scanners,224
seconds,13776
pierrot-le-fou,3776
the-haunting,1744
anatomy-of-a-murder,834
invasion-of-the-body-snatchers,14773
hellraiser,31211
the-fox-and-the-hound,67604
the-fox-and-the-hound,67607
the-fox-and-the-hound,107274
the-innocents,25630
peeping-tom,68424
to-the-bone-2017,149495
fences-2016,5292
the-bad-batch,1289604
lemonade-2016,14386
lemonade-2016,57446
lemonade-2016,71329
lemonade-2016,206623
lemonade-2016,1609935
lemonade-2016,1609941
lemonade-2016,1609958
the-fundamentals-of-caring,1215621
the-5th-wave,111588
aloha,11649
dope-2015,51866
big-eyes,510
august-osage-county,47333
42,4723
identity-thief,71600
paperman,8020
love-other-drugs,9181
hairspray-2007,20739
bridge-to-terabithia,36697
monster-house,57193
the-pink-panther,17825
zathura-a-space-adventure,15277
nanny-mcphee,64045
herbie-fully-loaded,7312
the-phantom-of-the-opera-2004,5572
the-haunted-mansion,18898
how-to-lose-a-guy-in-10-days,18281
ai-artificial-intelligence,488
flubber,56911
the-hunchback-of-notre-dame-1996,62047
the-hunchback-of-notre-dame-1996,62048
james-and-the-giant-peach,57646
interview-with-the-vampire,17016
the-piano,10757
thelma-louise,578
when-harry-met-sally,3026
national-lampoons-vacation,1524
caddyshack,1524
enter-the-dragon,57727
the-apartment,3146
shirley-2020,1033654
petes-dragon-2016,592493
loving-2016,71872
eye-in-the-sky-2015,13079
turbo-kid,585933
turbo-kid,585934
turbo-kid,1397786
spy,116805
into-the-woods-2014,17633
still-alice,82335
still-alice,82337
99-homes,45730
wild,69371
philomena,3224
all-is-lost,556172
the-immigrant-2013,20561
to-the-wonder,30715
mud,71872
the-sorcerers-apprentice-2010,12962
the-taking-of-pelham-1-2-3,893
fish-tank,71082
knowing,21085
doubt,26095
before-the-devil-knows-youre-dead,39996
united-93,25598
the-new-world,30715
crash-2004,455
the-village,11614
man-on-fire-2004,893
the-lion-king-3-hakuna-matata,69416
cheaper-by-the-dozen-2003,17825
intolerable-cruelty,1223
hulk,1614
chicago,17633
stuart-little-2,18898
jimmy-neutron-boy-genius,60237
planet-of-the-apes-2001,510
hollow-man,10491
shakespeare-in-love,18844
pleasantville,23964
home-alone-3,1215
the-nutty-professor-1996,4499
halloween-the-curse-of-michael-myers,55116
babe,58137
a-goofy-movie,15775
the-hudsucker-proxy,1223
my-cousin-vinny,21217
barton-fink,1223
jacobs-ladder,7270
ghost,3415
the-abyss,2710
say-anything,11649
the-land-before-time,40345
the-blob-1988,26713
a-fish-called-wanda,8929
witness,2690
christine-1983,11770
risky-business,57383
dressed-to-kill-1980,1150
the-many-adventures-of-winnie-the-pooh,57314
the-many-adventures-of-winnie-the-pooh,69003
assault-on-precinct-13,11770
deliverance,19665
straw-dogs,7767
harold-and-maude,4964
the-aristocats,57314
in-the-heat-of-the-night,13563
blow-up,15189
what-ever-happened-to-baby-jane,18392
the-man-who-shot-liberty-valance,8500
lavventura,15189
pickpocket,10346
ben-hur-1959,10001
an-american-in-paris,13980
the-treasure-of-the-sierra-madre,6593
the-lady-from-shanghai,40
out-of-the-past,10146
laura,834
shadow-of-a-doubt,2636
meshes-of-the-afternoon,96813
the-rules-of-the-game,11528
battleship-potemkin,9603
the-cabinet-of-dr-caligari-1920,2991
charlies-angels-2019,9281
little-monsters-2019,166754
how-to-be-single,63820
life-after-beth-2014,17884
the-holiday,17698
erin-brockovich,1884
the-flintstones,13581
the-vast-of-night,2186238
vicky-cristina-barcelona,1243
batman-the-dark-knight-returns-part-1,105643
batman-under-the-red-hood,124279
fifty-shades-freed,15890
florence-foster-jenkins,3224
irrational-man,1243
enough-said,56539
abraham-lincoln-vampire-hunter,23430
planet-of-the-apes,13265
dark-waters-2019,16863
whered-you-go-bernadette,564
pitch-perfect-3,1278722
professor-marston-and-the-wonder-women,7312
alice-through-the-looking-glass-2016,26205
like-crazy,132964
its-kind-of-a-funny-story,53068
its-kind-of-a-funny-story,53069
the-house-bunny,66563
rv,5174
the-hours,468
45-years,586002
safe,16863
hellbound-hellraiser-ii,52194
phenomena,4955
sisters,1150
the-lady-vanishes,2636
wild-rose-2018,212240
rough-night,1480620
fifty-shades-darker,15890
obvious-child,1284099
don-jon,24045
resident-evil-afterlife,4014
date-night,17825
the-kids-are-all-right,75699
the-illusionist,17329
the-texas-chainsaw-massacre,29922
contact,24
the-hills-have-eyes,5140
belle-de-jour,793
i-feel-pretty,69124
i-feel-pretty,69125
xx,54025
xx,99082
xx,1061517
xx,1657758
slither,15218
halloween-h20-20-years-later,58712
bound,9339
bound,9340
new-nightmare,5140
freddys-dead-the-final-nightmare,56891
halloween-5-the-revenge-of-michael-myers,32813
a-nightmare-on-elm-street-the-dream-child,2042
halloween-4-the-return-of-michael-myers,56998
a-nightmare-on-elm-street-4-the-dream-master,16938
a-nightmare-on-elm-street-3-dream-warriors,26713
a-nightmare-on-elm-street-part-2-freddys-revenge,62020
cannibal-holocaust,45572
the-green-inferno,16847
atlantics-2019,136168
miss-sloane,18844
certain-women,56383
the-fits,1309008
queen-of-earth,1044255
clouds-of-sils-maria,21678
girlhood-2014,68813
starred-up,3055
the-great-beauty,56194
resident-evil-retribution,4014
beasts-of-the-southern-wild,223516
weekend-2011,586002
beginners,17439
winters-bone,121873
devil,77147
wendy-and-lucy,56383
persepolis,20709
persepolis,20659
capote,5345
gosford-park,9789
i-know-what-you-did-last-summer,33254
philadelphia,16294
naked-lunch,224
broadcast-news,3388
tenebre,4955
autumn-sonata,6648
mikey-and-nicky,58251
young-frankenstein,14639
phantom-of-the-paradise,1150
lady-snowblood,25467
paper-moon,39012
the-young-girls-of-rochefort,24882
the-battle-of-algiers,90694
whos-afraid-of-virginia-woolf,5342
all-that-heaven-allows,46712
a-matter-of-life-and-death,37846
a-matter-of-life-and-death,68424
the-philadelphia-story,14674
mr-smith-goes-to-washington,2662
bringing-up-baby,11435
first-cow,56383
downsizing,13235
beach-rats,1134669
love-friendship,78188
the-eyes-of-my-mother,1545927
phoenix-2014,2332
night-moves-2013,56383
behind-the-candelabra,1884
let-me-in,32278
meeks-cutoff,56383
michael-clayton,19242
closer,5342
shallow-hal,7395
shallow-hal,7396
the-muppet-movie,68457
cries-and-whispers,6648
ace-in-the-hole,3146
transit-2018,2332
muppets-most-wanted,26205
dear-white-people,1059571
war-horse,488
cronos,10828
near-dark,14392
ms-45,39104
cult-of-chucky,65677
i-daniel-blake,15488
red-eye,5140
deep-blue-sea,16938
bride-of-chucky,17268
childs-play-3,28976
daddy-day-care,52112
the-magnificent-seven,14520
luce,1301933
wonderstruck,16863
the-foreigner-2017,10702
trumbo,6737
laggies,90492
hitchcock,8686
guns-akimbo,1422673
lady-in-the-water,11614
the-orphanage,51894
four-weddings-and-a-funeral,10723
queen-slim,1609935
horns,59291
one-hour-photo,57446
pet-sematary,56263
youth-2015,56194
children-of-the-corn,66987
the-man-who-knew-too-much-1956,2636
the-stranger,40
