movie_link,director_id
kindergarten-cop,8858
predator-2,2042
childs-play-2,65678
wild-at-heart,5602
teenage-mutant-ninja-turtles,18308
tremors,33485
tetsuo-the-iron-man,58608
tetsuo-the-iron-man,126452
society,27992
bill-teds-excellent-adventure,18356
childs-play,64796
heathers,7145
killer-klowns-from-outer-space,80247
moonstruck,13563
prince-of-darkness,11770
dirty-dancing,716
the-lost-boys,5572
predator,1090
fatal-attraction,7270
little-shop-of-horrors,7908
henry-portrait-of-a-serial-killer,9200
blue-velvet,5602
big-trouble-in-little-china,11770
chopping-mall,98132
clue,21217
the-return-of-the-living-dead,5045
dune,5602
body-double,1150
indiana-jones-and-the-temple-of-doom,488
footloose,18378
the-slumber-party-massacre,21371
creepshow,14999
halloween-iii-season-of-the-witch,11777
first-blood,16544
friday-the-13th-part-iii,58712
halloween-ii-1981,33341
blow-out,1150
possession,32082
friday-the-13th-part-2,58712
the-fog,11770
life-of-brian,10707
phantasm,58245
the-warriors,1723
invasion-of-the-body-snatchers-1978,648
halloween-1978,11770
saturday-night-fever,12840
black-christmas,12698
the-wicker-man,80261
mean-streets,1032
the-holy-mountain,55119
duel,488
the-devils,32327
batman-1966,27728
lolita,240
lady-and-the-tramp,11429
lady-and-the-tramp,11434
lady-and-the-tramp,64864
the-great-dictator,13848
bad-boys-for-life,1399841
bad-boys-for-life,1399842
underwater-2020,125324
the-grudge-2020,1545927
dolittle,2945
richard-jewell,190
scary-stories-to-tell-in-the-dark-2019,135113
fast-furious-presents-hobbs-shaw,40684
wine-country,56322
the-mule-2018,190
the-other-side-of-the-wind,40
death-wish-2018,16847
unsane,1884
early-man,7314
murder-on-the-orient-express-2017,11181
justice-league,15217
happy-death-day,54248
transformers-the-last-knight,865
the-book-of-henry,930707
the-mummy-2017,15345
the-rider,1395183
wonder-woman-2017,6884
the-great-wall-2016,607
miss-peregrines-home-for-peculiar-children,510
the-night-before-2015,56661
cosmopolis,224
uncle-boonmee-who-can-recall-his-past-lives,69759
orphan,59521
inland-empire,5602
the-wicker-man-2006,58689
nacho-libre,53925
thank-you-for-smoking,52443
team-america-world-police,34517
looney-tunes-back-in-action,4600
freddy-vs-jason,17268
charlies-angels-full-throttle,36425
memories-of-murder,21684
anger-management,13426
gangs-of-new-york-2002,1032
halloween-resurrection,33341
black-hawk-down,578
scary-movie-2,35689
donnie-darko,1577
unbreakable,11614
bringing-out-the-dead,1032
the-mummy-1999,7775
the-thin-red-line,30715
rush-hour,11091
scream-2,5140
hard-eight,4762
falling-down,5572
pretty-woman,1201
do-the-right-thing,5281
scrooged,7187
dead-ringers,224
coming-to-america,4610
good-morning-vietnam,8246
the-texas-chainsaw-massacre-2,10051
commando,67753
day-of-the-dead,14999
the-meaning-of-life-1983,280
the-meaning-of-life-1983,10707
the-king-of-comedy,1032
the-thing,11770
an-american-werewolf-in-london,4610
inferno-1980,4955
lupin-the-third-the-castle-of-cagliostro,608
dawn-of-the-dead,14999
animal-house,4610
jaws-2,16187
salo-or-the-120-days-of-sodom,5970
the-texas-chain-saw-massacre,10051
a-woman-under-the-influence,11147
ali-fear-eats-the-soul,2725
the-discreet-charm-of-the-bourgeoisie,793
charade,13284
contempt,3776
winter-light,6648
vivre-sa-vie,3776
ivans-childhood,8452
eyes-without-a-face,37302
tokyo-story,95501
gentlemen-prefer-blondes,11435
singin-in-the-rain,13284
singin-in-the-rain,13294
in-a-lonely-place,2765
rope,2636
detour,5030
modern-times,13848
the-bride-of-frankenstein,2917
vampyr,11572
freaks,1496
dracula,1496
city-lights,13848
the-gold-rush,13848
sherlock-jr,8635
safety-last,143385
safety-last,143561
nosferatu,9076
scoob,23683
onward-2020,225976
horse-girl-2020,17884
goldman-v-silverman,129561
goldman-v-silverman,227564
cats-2019,70500
tall-girl,1744211
vivarium,1284692
anima-2019,4762
murder-mystery,1254001
stuber,71280
happy-death-day-2u,54248
paddleton,1049745
the-souvenir,105435
the-perfection,44740
in-fabric,583857
vox-lux,55493
at-eternitys-gate,7482
cam,2020100
hannah-gadsby-nanette,1145621
hannah-gadsby-nanette,2026559
knife-heart,1172229
climax-2018,14597
cold-war-2018,64194
deadpool-2,40684
rampage-2018,132876
thunder-road-2018,1416383
love-simon,88967
peter-rabbit,82511
jigsaw-2017,56501
jigsaw-2017,56502
creep-2,1155547
the-emoji-movie,89112
captain-underpants-the-first-epic-movie,94075
cars-3,1443386
pirates-of-the-caribbean-dead-men-tell-no-tales,20307
pirates-of-the-caribbean-dead-men-tell-no-tales,20308
the-meyerowitz-stories-new-and-selected,5656
it-comes-at-night,1423660
the-endless,583479
the-endless,1074560
the-fate-of-the-furious,37932
kong-skull-island,236539
t2-trainspotting,2034
assassins-creed,549310
resident-evil-the-final-chapter,4014
moana-2016,15810
moana-2016,15811
fantastic-beasts-and-where-to-find-them,11343
split-2016,11614
blue-jay-2016,1049745
sing-2016,52842
the-girl-with-all-the-gifts,1231927
the-purge-election-year,53120
the-shallows,59521
the-neon-demon,21183
american-honey,71082
the-handmaiden,10099
the-angry-birds-movie,52701
the-angry-birds-movie,1281387
the-jungle-book-2016,15277
sausage-party,12080
sausage-party,142587
hush-2016,551463
grimsby,18865
deadpool,55252
spectre-2015,39
steve-jobs,2034
anomalisa,202
anomalisa,1019303
fantastic-four,11092
fantastic-four,934803
fantastic-four,2694134
pixels-2015,10965
love-2015,14597
tomorrowland,7087
furious-7,2127
home-2015,52870
the-invitation-2015,54025
the-overnight,1155547
tangerine,118415
world-of-tomorrow,109314
night-at-the-museum-secret-of-the-tomb,17825
dumb-and-dumber-to,7395
dumb-and-dumber-to,7396
lava-2014,8039
the-equalizer,20907
the-maze-runner,1179066
heaven-knows-what,129561
heaven-knows-what,227564
lets-be-cops,65734
the-one-i-love-2014,82226
teenage-mutant-ninja-turtles-2014,66739
unfriended,86688
the-purge-anarchy,53120
maleficent,1032536
mommy-2014,143593
a-million-ways-to-die-in-the-west,52139
it-follows,558929
need-for-speed,293911
creep-2014,1155547
robocop-2014,52576
the-babadook,164554
jack-ryan-shadow-recruit,11181
nymphomaniac-volume-ii,42
nymphomaniac-volume-i,42
anchorman-2-the-legend-continues,55710
oldboy-2013,5281
jackass-presents-bad-grandpa,56578
cloudy-with-a-chance-of-meatballs-2,12095
cloudy-with-a-chance-of-meatballs-2,1046494
insidious-chapter-2,2127
enemy,137427
gravity-2013,11218
the-wolverine,366
ripd,57270
kick-ass-2,55075
grown-ups-2,17494
the-worlds-end,11090
the-lone-ranger,1704
man-of-steel,15217
this-is-the-end,19274
this-is-the-end,54734
the-purge,53120
fast-furious-6,58189
oblivion-2013,86270
upstream-color,76624
trance,2034
gi-joe-retaliation,54507
fruitvale-station,1056121
rise-of-the-guardians,151007
life-of-pi,1614
pitch-perfect,168667
its-such-a-beautiful-day,109314
total-recall-2012,3950
v-h-s,40863
v-h-s,66681
v-h-s,88556
v-h-s,101542
v-h-s,98631
v-h-s,141962
v-h-s,1039527
v-h-s,1039528
v-h-s,1039529
amour,6011
the-dictator-2012,6767
battleship,36602
the-hunger-games,23964
sinister,55499
john-carter,7
ghost-rider-spirit-of-vengeance,20192
ghost-rider-spirit-of-vengeance,20193
we-bought-a-zoo,11649
jack-and-jill,17494
arthur-christmas,208113
tower-heist,11091
puss-in-boots,12098
real-steel,17825
the-raid-2011,142013
shame-2011,72757
kill-list,137467
the-help,55789
cowboys-aliens,15277
cars-2,7879
melancholia,42
we-need-to-talk-about-kevin,83287
attack-the-block,155531
pirates-of-the-caribbean-on-stranger-tides,17633
tomboy-2011,68813
hanna,36588
the-adjustment-bureau,1921
rango,1704
paul-2011,54733
take-shelter,71872
127-hours,2034
saw-3d,2150
never-let-me-go-2010,57446
insidious,2127
submarine,98103
super-2010,15218
somewhere,1769
piranha-3d,59291
grown-ups,17494
knight-and-day,366
prince-of-persia-the-sands-of-time,10723
clash-of-the-titans-2010,18865
monsters,129894
kick-ass,957
greenberg,5656
shutter-island,1032
four-lions,117794
boy-2010,55934
saw-vi,2150
2012,6046
halloween-ii,16848
gi-joe-the-rise-of-cobra,7775
bruno,6767
transformers-revenge-of-the-fallen,865
enter-the-void,14597
the-white-ribbon,6011
night-at-the-museum-battle-of-the-smithsonian,17825
i-killed-my-mother,143593
dogtooth,122423
antichrist,42
mother-2009,21684
the-human-centipede-first-sequence,118639
crank-high-voltage,20192
crank-high-voltage,20193
fast-furious,58189
mary-and-max,92733
saw-v,2679
star-wars-the-clone-wars,71538
hellboy-ii-the-golden-army,10828
journey-to-the-center-of-the-earth-2008,9622
hancock,36602
wanted-2008,23430
you-dont-mess-with-the-zohan,17494
indiana-jones-and-the-kingdom-of-the-crystal-skull,488
hunger,72757
slumdog-millionaire,2034
the-boy-in-the-striped-pyjamas,55299
jumper,11694
be-kind-rewind,201
the-golden-compass,3288
sweeney-todd-the-demon-barber-of-fleet-street-2007,510
saw-iv,2675
funny-games-2007,6011
hotel-chevalier,5655
halloween,16848
stardust-2007,957
surfs-up,12905
surfs-up,15774
oceans-thirteen,1884
blades-of-glory,60922
blades-of-glory,60923
sunshine-2007,2034
mr-beans-holiday,16356
saw-iii,2675
night-at-the-museum,17825
babel-2006,223
crank,20192
crank,20193
borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan,6767
click,57370
the-fast-and-the-furious-tokyo-drift,58189
x-men-the-last-stand,11091
the-host,21684
mission-impossible-iii,15344
over-the-hedge,52845
over-the-hedge,52870
v-for-vendetta,11266
saw-ii,2675
wallace-gromit-the-curse-of-the-were-rabbit,7314
wallace-gromit-the-curse-of-the-were-rabbit,7313
the-devils-rejects,16848
the-island-2005,865
fantastic-four-2005,20400
war-of-the-worlds,488
the-longest-yard-2005,13426
cache,6011
the-hitchhikers-guide-to-the-galaxy-2005,52842
the-pacifier,20739
the-squid-and-the-whale,5656
meet-the-fockers,6737
lemony-snickets-a-series-of-unfortunate-events,11887
oceans-twelve,1884
the-spongebob-squarepants-movie,70651
layer-cake,957
hotel-rwanda,2589
shark-tale,12058
shark-tale,65629
shark-tale,65630
i-robot,21085
garfield,18357
mysterious-skin,19224
13-going-on-30,17046
hellboy,10828
scooby-doo-2-monsters-unleashed,1215
50-first-dates,13426
saw,2127
the-last-samurai,9181
oldboy,10099
school-of-rock,564
2-fast-2-furious,6482
dogville,42
bruce-almighty,4499
x2,9032
johnny-english,1230252
house-of-1000-corpses,16848
25th-hour,5281
28-days-later,2034
men-in-black-ii,5174
mr-deeds,32593
irreversible,14597
panic-room,7467
the-fast-and-the-furious-2001,18878
the-piano-teacher,6011
a-knights-tale,4723
requiem-for-a-dream,6431
meet-the-parents,6737
sexy-beast,66728
snatch,956
x-men,9032
chicken-run,7314
chicken-run,53304
amores-perros,223
for-the-birds,7883
mission-impossible-ii,11401
dancer-in-the-dark,42
final-destination,57134
the-beach,2034
galaxy-quest,15002
stuart-little,18898
magnolia,4762
but-im-a-cheerleader,59466
eyes-wide-shut,240
south-park-bigger-longer-uncut,34517
the-straight-story,5602
the-virgin-suicides,1769
the-waterboy,57370
happiness,66605
antz,18863
antz,52870
small-soldiers,4600
following,525
the-wedding-singer,57370
geris-game,7930
gummo,51918
perfect-blue,40333
men-in-black,5174
happy-together-1997,12453
funny-games,6011
liar-liar,4499
breaking-the-waves,42
trainspotting,2034
from-dusk-till-dawn,2294
twelve-monkeys,280
ace-ventura-when-nature-calls,4489
kicking-and-screaming,5656
casino,1032
dumb-and-dumber,7396
ed-wood,510
shallow-grave,2034
the-nightmare-before-christmas,57646
cool-runnings,12962
naked,65452
true-romance,893
hocus-pocus,65310
the-muppet-christmas-carol,65298
malcolm-x-1992,5281
batman-returns,510
hook,488
cape-fear-1991,1032
the-fisher-king,280
misery,3026
the-witches,14132
back-to-the-future-part-iii,24
back-to-the-future-part-ii,24
indiana-jones-and-the-last-crusade,488
full-metal-jacket,240
shes-gotta-have-it,5281
tampopo,69167
after-hours,1032
mad-max-beyond-thunderdome,20629
mad-max-beyond-thunderdome,57433
brazil,280
a-nightmare-on-elm-street,5140
the-karate-kid,16513
gremlins,4600
paris-texas,2303
nausicaa-of-the-valley-of-the-wind,608
mad-max-2,20629
the-elephant-man,5602
mad-max,20629
close-encounters-of-the-third-kind,488
the-conversation,1776
american-graffiti,1
cabaret,66777
daisies,124137
creature-from-the-black-lagoon,33883
snow-white-and-the-seven-dwarfs,5446
the-invisible-man,2917
king-kong,3238
king-kong,3239
frankenstein-1931,2917
the-great-train-robbery,44866
a-trip-to-the-moon,11523
the-half-of-it,84461
extraction-2020,1120883
last-christmas-2019,116805
klaus,124749
gemini-man-2019,1614
in-the-tall-grass-2019,5877
bad-education-2019,1620987
the-platform,2374023
the-two-popes,8557
annabelle-comes-home,1338249
men-in-black-international,37932
brightburn,1362815
hellboy-2019,57581
missing-link-2019,154705
pain-and-glory,309
good-boys-2019,84416
alita-battle-angel,2294
blinded-by-the-light-2019,6220
high-flying-bird,1884
the-report-2019,19014
late-night,1239766
vice-2018,55710
mowgli-legend-of-the-jungle,1333
creed-ii,1551545
fantastic-beasts-the-crimes-of-grindelwald,11343
the-night-comes-for-us,235430
apostle-2018,142013
hold-the-dark,74655
a-simple-favor,116805
the-first-purge,1709468
sicario-day-of-the-soldado,932533
oceans-eight,23964
blockers,208664
tomb-raider,87877
red-sparrow,10943
the-cloverfield-paradox,1301933
den-of-thieves,54868
maze-runner-the-death-cure,1179066
daddys-home-2,74619
one-cut-of-the-dead,2130029
geostorm,8676
the-ritual-2017,141962
hostiles-2017,65167
death-note-2017,98631
the-hitmans-bodyguard,143059
american-made,11694
the-dark-tower,74752
detroit,14392
the-circle-2017,930710
mudbound,472630
xxx-return-of-xander-cage,40256
passengers-2016,77965
hidden-figures,1141683
jack-reacher-never-go-back,9181
inferno-2016,6159
the-edge-of-seventeen,983909
snowden,1152
the-magnificent-seven-2016,20907
deepwater-horizon,36602
sully,190
war-dogs-2016,57130
batman-the-killing-joke-2016,90367
your-name,74091
the-legend-of-tarzan,11343
independence-day-resurgence,6046
the-secret-life-of-pets,124748
central-intelligence,57633
me-before-you,1096867
warcraft,81850
neighbors-2-sorority-rising,52934
keanu,136153
dont-breathe-2016,932248
london-has-fallen,132239
gods-of-egypt,21085
triple-9,53333
joy-2015,17883
eddie-the-eagle,974
daddys-home,74619
krampus,11012
in-the-heart-of-the-sea,6159
the-hunger-games-mockingjay-part-2,10943
hotel-transylvania-2,185438
the-intern-2015,17698
hardcore-henry,1169024
beasts-of-no-nation,87257
demolition,69371
spotlight,17867
legend-2015,4723
american-ultra,1299380
the-gift-2015-1,33192
vacation-2015,52935
vacation-2015,1236679
circle-2015,1454563
circle-2015,1454564
kung-fury,1462214
mustang-2015,1128442
green-room,74655
slow-west,1062805
get-hard,52803
southpaw-2015,20907
victoria-2015,3702
the-spongebob-movie-sponge-out-of-water,217174
knock-knock-2015,16847
the-interview-2014,19274
the-interview-2014,54734
exodus-gods-and-kings,578
horrible-bosses-2,74619
the-hunger-games-mockingjay-part-1,10943
st-vincent,1141683
a-walk-among-the-tombstones,2199
the-drop-2014,236859
pride-2014,111807
the-theory-of-everything-2014,76998
the-imitation-game,77965
sin-city-a-dame-to-kill-for,2294
sin-city-a-dame-to-kill-for,2293
the-expendables-3,143059
the-rover,114334
transcendence,559
chef,15277
300-rise-of-an-empire,78914
the-monuments-men,1461
the-raid-2,142013
american-hustle,17883
escape-plan,29605
begin-again,45117
dallas-buyers-club,69371
rush-2013,6159
about-time,7018
percy-jackson-sea-of-monsters,109857
were-the-millers,57633
elysium-2013,82194
after-earth,11614
the-hangover-part-iii,57130
blue-ruin,74655
pain-gain,865
the-conjuring,2127
a-good-day-to-die-hard,12028
the-last-stand-2013,69081
les-miserables-2012,70500
cloud-atlas,1071
cloud-atlas,9339
cloud-atlas,9340
taken-2,75035
the-impossible,51894
seven-psychopaths,54472
the-expendables-2,12786
killing-them-softly,37618
the-hunt-2012,4453
men-in-black-3,5174
american-reunion,68843
american-reunion,68844
project-x-2012,1299380
the-woman-in-black-2012,63306
the-grey,40223
the-cabin-in-the-woods,47506
the-intouchables,84425
the-intouchables,84426
the-adventures-of-tintin,488
the-thing-2011,1692687
tinker-tailor-soldier-spy,74396
warrior,77003
contagion,1884
crazy-stupid-love,56411
crazy-stupid-love,56412
horrible-bosses,71600
the-hangover-part-ii,57130
the-artist,67717
midnight-in-paris,1243
source-code,81850
the-fighter-2010,17883
the-chronicles-of-narnia-the-voyage-of-the-dawn-treader,10781
unstoppable-2010,893
troll-hunter,135113
the-expendables,16483
predators,41671
the-last-airbender,11614
the-karate-kid-2010,21981
robin-hood-2010,578
tucker-and-dale-vs-evil,52479
the-book-of-eli,11447
the-book-of-eli,11448
the-road,53333
triangle-2009,41041
a-serious-man,1223
a-serious-man,1224
up-in-the-air,52443
terminator-salvation,36425
angels-demons,6159
moon,81850
ip-man,63571
milk-2008,5216
bronson,21183
the-wrestler,6431
the-mummy-tomb-of-the-dragon-emperor,18878
mamma-mia,71068
the-happening,11614
taken,35453
in-bruges,54472
the-mist,4027
american-gangster,578
eastern-promises,224
310-to-yuma-2007,366
gone-baby-gone,880
into-the-wild,2228
live-free-or-die-hard,3950
1408,29605
300,15217
blood-diamond,9181
children-of-men,11218
the-fall,56512
pans-labyrinth,10828
miami-vice,638
the-devil-wears-prada,5065
the-da-vinci-code,6159
the-lives-of-others,8193
munich,488
walk-the-line,366
kiss-kiss-bang-bang-2005,1108
mr-mrs-smith-2005,11694
sin-city,2294
sin-city,2293
constantine,10943
million-dollar-baby,190
downfall,7832
avp-alien-vs-predator,4014
collateral,638
the-terminal,488
harold-kumar-go-to-white-castle,56591
van-helsing,7775
dawn-of-the-dead-2004,15217
the-machinist,37948
monster,6884
master-and-commander-the-far-side-of-the-world,2690
american-wedding,54584
bad-boys-ii,865
terminator-3-rise-of-the-machines,7213
red-dragon,11091
8-mile,323
hero-2002,607
road-to-perdition,39
minority-report,488
about-a-boy,3288
about-a-boy,3289
blade-ii,10828
city-of-god,8557
a-beautiful-mind,6159
the-man-who-wasnt-there-2001,1223
training-day,20907
american-pie-2,7409
rush-hour-2,11091
cats-dogs,64191
the-mummy-returns,7775
hannibal,578
battle-royale,31074
almost-famous,11649
the-insider,638
the-sixth-sense,11614
the-blair-witch-project,26849
the-blair-witch-project,26850
the-boondock-saints,54795
american-history-x,814
blade,10808
titanic-1997,2710
gattaca,8685
event-horizon,4014
princess-mononoke,608
la-confidential,323
donnie-brasco,10723
primal-fear,17812
la-haine,2406
dead-man,4429
braveheart,2461
die-hard-with-a-vengeance,1090
bad-boys-1995,865
leon-the-professional,59
speed,2209
the-crow,21085
schindlers-list,488
carlitos-way,1150
demolition-man,58838
whats-eating-gilbert-grape,5306
a-few-good-men,3026
dracula-1992,1776
the-last-of-the-mohicans-1992,638
unforgiven,190
porco-rosso,608
boyz-n-the-hood,6482
dances-with-wolves,1269
die-hard-2,16938
total-recall,10491
the-hunt-for-red-october,1090
lethal-weapon-2,7187
rain-man,8246
they-live,11770
lethal-weapon,7187
platoon,1152
the-fly-1986,224
labyrinth,55983
weird-science,11505
rambo-first-blood-part-ii,16566
beverly-hills-cop,769
the-dark-crystal,7908
the-dark-crystal,55983
airplane,3415
airplane,12936
airplane,12987
the-deer-hunter,12114
the-rescuers,57314
the-rescuers,67607
the-rescuers,69003
annie-hall,1243
rocky,16513
one-flew-over-the-cuckoos-nest,3974
dog-day-afternoon,39996
murder-on-the-orient-express,39996
the-exorcist,15175
the-sting,9577
westworld,4782
butch-cassidy-and-the-sundance-kid,9577
the-graduate,5342
cool-hand-luke,13859
high-and-low,5026
lawrence-of-arabia,12238
harakiri,76978
sanjuro,5026
the-bridge-on-the-river-kwai,12238
rebel-without-a-cause,2765
to-catch-a-thief,2636
strangers-on-a-train,2636
the-general,8635
the-general,10517
the-king-of-staten-island,41039
gretel-hansel,90609
a-beautiful-day-in-the-neighborhood,177532
just-mercy,1144604
the-laundromat-2019,1884
childs-play-2019,1480320
always-be-my-maybe-2019,1224454
i-lost-my-body,550481
bacurau,1016214
bacurau,1016229
someone-great,1721377
the-curse-of-la-llorona,1607672
escape-room-2019,1306608
how-to-train-your-dragon-the-hidden-world,69797
mortal-engines,1419579
the-hate-u-give,66121
the-nun-2018,1401474
slender-man,31119
the-spy-who-dumped-me,1302549
happy-as-lazzaro,931211
truth-or-dare-2018,55075
unfriended-dark-web,20355
support-the-girls,40864
the-strangers-prey-at-night,100734
mute-2018,81850
tully-2018,52443
the-miseducation-of-cameron-post,1285174
madelines-madeline,1033654
assassination-nation,96172
skate-kitchen,1393833
wildlife-2018,17142
the-tale,1467926
dont-worry-he-wont-get-far-on-foot,5216
private-life-2018,54240
insidious-the-last-key,1306608
disobedience-2017,1142171
suburbicon,1461
lean-on-pete,586002
veronica-2017-1,54526
thelma-2017,71609
the-house-2017,1085179
annabelle-creation,1302082
girls-trip,72024
47-meters-down,100734
hot-summer-nights,1485381
song-to-song,30715
the-discovery,82226
the-bye-bye-man,72619
a-cure-for-wellness,1704
office-christmas-party,60922
office-christmas-party,60923
ouija-origin-of-evil,551463
the-autopsy-of-jane-doe,135113
nerve-2016,142272
nerve-2016,142276
mike-and-dave-need-wedding-dates,1061773
lights-out-2016,1302082
the-red-turtle,935705
personal-shopper,21678
the-conjuring-2,2127
money-monster,1038
the-wailing,75915
the-belko-experiment,59998
everybody-wants-some,564
christine-2016,56369
the-boy-2016,62768
under-the-shadow,1262867
the-walk-2015,24
the-devils-candy,136345
the-blackcoats-daughter,90609
a-bigger-splash-2015,78160
straight-outta-compton,37932
goosebumps,65630
poltergeist-2015,57193
carol-2015,16863
krisha-2015,1423660
the-final-girls,222470
knight-of-cups,30715
jupiter-ascending,9339
jupiter-ascending,9340
cop-car,1293994
annabelle,26714
tusk-2014,19303
the-duke-of-burgundy,583857
wild-tales,591600
as-above-so-below-2014,77147
transformers-age-of-extinction,865
two-days-one-night,45138
two-days-one-night,56209
force-majeure-2014,56370
mr-peabody-sherman,18898
boyhood,564
the-voices,20659
ida,64194
curse-of-chucky,65677
coherence,146439
the-double-2013,98103
blue-jasmine,1243
sharknado,85822
the-heat,116805
evil-dead,932248
before-midnight,564
v-h-s-2,26850
v-h-s-2,27757
v-h-s-2,83858
v-h-s-2,98631
v-h-s-2,141673
v-h-s-2,142013
v-h-s-2,235430
mama-2013,1113116
this-is-40,41039
the-twilight-saga-breaking-dawn-part-2,15557
would-you-rather,543842
berberian-sound-studio,583857
the-campaign,6737
the-watch-2012,62854
holy-motors,27977
safety-not-guaranteed,930707
in-time,8685
paranormal-activity-3,142272
paranormal-activity-3,142276
carnage,3556
50-50,56661
final-destination-5,93214
30-minutes-or-less,91268
friends-with-benefits,82511
bad-teacher,51851
paranormal-activity-2,20133
machete,2294
machete,61847
i-saw-the-devil,69081
dinner-for-schmucks,6737
get-him-to-the-greek,52934
a-nightmare-on-elm-street-2010,20031
hot-tub-time-machine,3227
the-crazies-2010,52609
mr-nobody,107490
the-loved-ones,136345
valhalla-rising,21183
the-final-destination,4755
9,71923
funny-people,41039
500-days-of-summer,87742
the-bad-lieutenant-port-of-call-new-orleans,6818
the-house-of-the-devil,101542
observe-and-report,54710
drag-me-to-hell,7623
friday-the-13th-2009,29922
polytechnique,137427
an-education,1176
role-models,22214
nick-and-norahs-infinite-playlist,71548
zack-and-miri-make-a-porno,19303
the-strangers,66074
forgetting-sarah-marshall,52934
21,36797
let-the-right-one-in,74396
30-days-of-night,27571
resident-evil-extinction,52968
across-the-universe,16391
paranormal-activity,90591
knocked-up,41039
28-weeks-later,17597
rec,54525
rec,54526
disturbia,40256
once,45117
the-fountain,6431
snakes-on-a-plane,4755
superman-returns,9032
a-scanner-darkly,564
silent-hill,8296
scary-movie-4,12987
the-hills-have-eyes-2006,59291
final-destination-3,57134
a-history-of-violence,224
hostel,16847
wedding-crashers,42994
the-descent,57581
house-of-wax-2005,59521
the-grudge,20310
resident-evil-apocalypse,17649
white-chicks,35689
napoleon-dynamite,53925
the-day-after-tomorrow,6046
mean-girls,54050
the-butterfly-effect,20218
the-butterfly-effect,20219
garden-state,5367
big-fish,510
bad-santa,17447
scary-movie-3,12987
holes,12989
old-school,57130
final-destination-2,4755
cabin-fever,16847
phone-booth,5572
austin-powers-in-goldmember,6737
scooby-doo,1215
sympathy-for-mr-vengeance,10099
resident-evil,4014
vanilla-sky,11649
jason-x,69579
legally-blonde,36797
jeepers-creepers,56349
lara-croft-tomb-raider,12786
y-tu-mama-tambien,11218
pearl-harbor,865
traffic,1884
charlies-angels,36425
scary-movie-2000,35689
yi-yi,143035
high-fidelity,3224
three-kings,17883
american-pie,3288
american-pie,3289
austin-powers-the-spy-who-shagged-me,6737
the-faculty,2294
run-lola-run,1071
theres-something-about-mary,7395
theres-something-about-mary,7396
pi,6431
dark-city-1998,21085
george-of-the-jungle,54967
austin-powers-international-man-of-mystery,6737
mars-attacks,510
matilda,518
jumanji,4945
ghost-in-the-shell,12180
empire-records,55790
fallen-angels,12453
friday,37932
the-player,9789
edward-scissorhands,510
the-burbs,4600
the-vanishing,18335
cinema-paradiso,65314
grave-of-the-fireflies,628
wings-of-desire,2303
hannah-and-her-sisters,1243
re-animator,27991
the-purple-rose-of-cairo,1243
amadeus,3974
sixteen-candles,11505
videodrome,224
friday-the-13th,35475
the-brood,224
nosferatu-the-vampyre,6818
picnic-at-hanging-rock,2690
mirror,8452
deep-red,4955
serpico,39996
fantastic-planet,80260
aguirre-the-wrath-of-god,6818
rosemarys-baby,3556
repulsion,3556
carnival-of-souls,79294
the-exterminating-angel,793
la-jetee,9956
la-dolce-vita,4415
diabolique-1955,2559
alice-in-wonderland-1951,11429
alice-in-wonderland-1951,11434
alice-in-wonderland-1951,64864
sunrise-a-song-of-two-humans,9076
metropolis,68
the-lovebirds,22215
to-all-the-boys-ps-i-still-love-you,63099
frozen-ii,15774
frozen-ii,1120694
hustlers-2019,71551
the-perfect-date-2019,154547
sierra-burgess-is-a-loser,1384266
to-all-the-boys-ive-loved-before,72036
set-it-up,1296522
stronger,64141
the-breadwinner,96677
in-a-heartbeat,1809041
in-a-heartbeat,1809042
gifted-2017,87742
a-fantastic-woman,1142171
before-i-fall,45419
bridget-joness-baby,9158
lion,1173102
a-monster-calls,51894
blair-witch,98631
miss-stevens,1421414
dirty-grandpa,6733
sisters-2015,168667
the-little-prince-2015,57741
the-duff,991868
the-book-of-life-2014,1265056
this-is-where-i-leave-you,17825
how-to-train-your-dragon-2,69797
drinking-buddies,40863
the-to-do-list,465763
bridesmaids,116805
the-lovely-bones,108
the-proposal-2009,29214
hannah-montana-the-movie,36804
17-again,58552
marley-me,5065
camp-rock,116370
the-bucket-list,3026
enchanted,15775
shes-the-man,58375
high-school-musical,65310
the-princess-diaries-2-royal-engagement,1201
spy-kids-2-the-island-of-lost-dreams,2294
the-princess-diaries,1201
the-others,19840
atlantis-the-lost-empire,62047
atlantis-the-lost-empire,62048
tarzan,15775
tarzan,15774
all-about-my-mother,309
the-lion-king-ii-simbas-pride,58829
anastasia-1997,12881
anastasia-1997,40345
101-dalmatians,18356
space-jam,23677
pocahontas,65530
pocahontas,65531
sleepless-in-seattle,9248
the-addams-family,5174
the-little-mermaid,15810
the-little-mermaid,15811
big,14911
grease,8876
one-hundred-and-one-dalmatians,11429
one-hundred-and-one-dalmatians,57314
one-hundred-and-one-dalmatians,64864
sleeping-beauty,64864
roman-holiday,10001
cinderella,11429
cinderella,11434
cinderella,64864
gone-with-the-wind,9049
hamilton-2020,1485823
the-goldfinch,77269
pretty-in-pink,26502
poltergeist,10051
the-lodge-2019,40509
the-lodge-2019,1347619
the-boxtrolls,52691
the-boxtrolls,1152981
turbo,94075
maniac-2012,64211
gremlins-2-the-new-batch,4600
field-of-dreams,23968
the-beyond,29433
